"id","reading_time","sensor","location","temp_air","temp_motor","temp_gear","humidity","press_air"
"490","2020-12-12 15:29:09","BME280","Motor","26.04","24.50",,"51.99","1007.49"
"491","2020-12-12 15:29:41","BME280","Motor","26.07","24.56",,"51.81","1007.49"
"492","2020-12-12 15:30:14","BME280","Motor","26.06","24.50",,"51.65","1007.49"
"493","2020-12-12 15:30:46","BME280","Motor","26.04","26.25",,"51.70","1007.51"
"494","2020-12-12 15:31:19","BME280","Motor","26.06","25.69",,"51.58","1007.50"
"495","2020-12-12 15:31:51","BME280","Motor","26.04","25.37",,"51.57","1007.49"
"496","2020-12-12 15:32:24","BME280","Motor","26.07","25.94",,"51.53","1007.51"
"497","2020-12-12 15:32:56","BME280","Motor","26.07","25.62",,"51.54","1007.49"
"498","2020-12-12 15:33:29","BME280","Motor","26.07","25.31",,"51.52","1007.48"
"499","2020-12-12 15:34:01","BME280","Motor","26.05","24.94",,"51.66","1007.52"
"500","2020-12-12 15:34:34","BME280","Motor","26.08","24.75",,"51.55","1007.52"
"501","2020-12-12 15:35:06","BME280","Motor","26.06","24.75",,"51.50","1007.44"
"502","2020-12-12 15:35:39","BME280","Motor","26.00","24.81",,"51.60","1007.51"
"503","2020-12-12 15:36:11","BME280","Motor","25.98","24.69",,"51.70","1007.50"
"504","2020-12-12 15:36:46","BME280","Motor","25.92","25.25",,"51.81","1007.49"
"505","2020-12-12 15:37:18","BME280","Motor","25.96","24.75",,"51.78","1007.48"
"506","2020-12-12 15:37:51","BME280","Motor","25.93","24.50",,"51.96","1007.50"
"507","2020-12-12 15:38:23","BME280","Motor","25.97","24.56",,"51.94","1007.51"
"508","2020-12-12 15:38:56","BME280","Motor","26.01","24.44",,"51.92","1007.50"
"509","2020-12-12 15:39:28","BME280","Motor","26.05","24.75",,"51.80","1007.48"
"510","2020-12-12 15:40:01","BME280","Motor","26.04","24.75",,"51.96","1007.49"
"511","2020-12-12 15:40:33","BME280","Motor","25.98","24.81",,"52.08","1007.43"
"512","2020-12-12 15:41:06","BME280","Motor","25.99","24.63",,"52.02","1007.44"
"513","2020-12-12 15:41:38","BME280","Motor","26.03","24.56",,"52.01","1007.40"
"514","2020-12-12 15:42:11","BME280","Motor","26.01","24.50",,"51.94","1007.42"
"515","2020-12-12 15:42:45","BME280","Motor","25.97","24.44",,"52.01","1007.44"
"516","2020-12-12 15:43:17","BME280","Motor","25.94","24.31",,"52.05","1007.40"
"517","2020-12-12 15:43:50","BME280","Motor","25.98","24.31",,"51.97","1007.44"
"518","2020-12-12 15:44:22","BME280","Motor","25.98","24.37",,"51.94","1007.46"
"519","2020-12-12 15:44:54","BME280","Motor","25.92","24.37",,"52.01","1007.47"
"520","2020-12-12 15:45:27","BME280","Motor","25.90","24.31",,"51.95","1007.43"
